epoch	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	total-env-interacts
19	-332.38324	63.65421	-268.19772	-428.40512	1000.0	-2.7673526	492.87173	-28.993559	0.09133765	-25.11407	-29.008686	76000
20	-310.73743	121.85254	-111.92658	-427.39722	1000.0	0.9284301	406.1974	-28.483257	0.74975896	-4.4760137	-28.571945	80000
21	-348.33426	47.927498	-273.2555	-405.79947	1000.0	-4.321362	263.31003	-29.159851	0.035602845	-28.074331	-29.171442	84000
22	-295.3117	89.75966	-230.82129	-448.89233	1000.0	3.7537773	255.96426	-28.204393	0.75137377	-11.035482	-28.337152	88000
23	-312.63095	51.47964	-251.05647	-390.74313	1000.0	0.2561524	201.09143	-27.922544	0.14904135	-22.71184	-27.943714	92000
24	-339.08926	38.285988	-277.9397	-371.69647	1000.0	-4.3871975	214.642	-28.601904	0.051298197	-26.50808	-28.616142	96000
25	-245.03891	78.988335	-110.93582	-309.3666	1000.0	9.975044	241.36806	-23.882626	2.9841547	-7.723884	-26.841099	100000
26	-310.4219	55.5325	-222.15167	-369.90018	1000.0	-6.782502	273.82773	-27.09702	0.46603015	-17.615477	-27.244507	104000
27	-291.0785	39.707634	-242.77957	-348.4445	1000.0	0.73183405	166.12277	-26.880766	0.12616107	-24.95597	-26.927702	108000
28	-286.81955	41.48534	-218.71103	-331.0744	1000.0	0.9812155	208.21555	-26.532608	0.31535256	-20.294827	-26.632635	112000
29	-344.5303	91.82609	-240.71349	-469.45972	1000.0	-7.4915547	230.2351	-28.204805	0.049369555	-26.852049	-28.224157	116000
30	-320.25827	63.303963	-215.30927	-377.297	1000.0	-1.9125482	251.02637	-28.861681	0.032964896	-28.300486	-28.875978	120000
31	-299.38782	74.493744	-194.46385	-405.04797	1000.0	1.9207771	187.01381	-28.169952	0.6442379	-15.130429	-28.292206	124000
32	-240.61295	35.957745	-198.59247	-297.93045	1000.0	8.767737	172.60959	-24.70952	1.5783557	-13.589463	-26.194841	128000
33	-290.44122	19.615263	-262.7203	-314.4262	1000.0	-2.645946	233.28497	-25.616608	0.6564273	-23.867062	-26.268637	132000
34	-265.04572	83.42149	-169.1187	-374.9098	1000.0	2.0705447	277.21692	-24.398588	1.8146138	-5.005417	-26.050076	136000
35	-277.1832	99.37879	-118.988754	-391.2743	1000.0	-1.6255364	269.19116	-24.215405	1.965247	-7.7709517	-26.155281	140000
36	-234.8198	51.88797	-186.75294	-317.1444	1000.0	4.005445	227.34128	-21.070621	1.1331967	-15.95988	-25.599066	144000
37	-212.37717	35.92217	-152.71739	-248.33322	1000.0	2.9146311	277.69	-17.714788	1.2600443	-10.276226	-22.032751	148000
38	-260.0685	21.985476	-227.1463	-288.70203	1000.0	-11.018503	223.57764	-23.4101	0.8404193	-21.084997	-26.240608	152000
39	-262.0155	66.41898	-172.32553	-358.6902	1000.0	-1.1049078	234.34448	-22.949968	1.0848929	-6.1109867	-26.090477	156000
40	-234.63596	66.39893	-174.38106	-345.24896	1000.0	2.1855707	212.39624	-20.513046	0.924714	-13.785336	-24.695816	160000
41	-256.65598	98.38209	-141.96744	-413.03836	1000.0	-4.0301127	244.96783	-23.174492	1.2065166	-10.690582	-26.38289	164000
42	-239.17163	79.67522	-102.950134	-297.8155	1000.0	2.4774055	238.4076	-21.015816	2.2934682	-5.415065	-26.075615	168000
43	-258.29575	34.25084	-203.77348	-298.4643	1000.0	-3.1855783	169.81247	-22.208704	0.80673504	-16.978113	-25.84508	172000
44	-206.12927	11.616576	-186.9146	-217.65851	1000.0	4.630062	220.2746	-19.622295	0.7739478	-15.6555605	-22.248611	176000
45	-232.56996	38.836823	-170.32545	-276.58328	1000.0	-2.5936143	178.76154	-21.692694	0.611364	-19.77911	-24.432144	180000
46	-204.3265	44.049915	-155.8875	-273.53543	1000.0	4.0555873	247.12067	-18.73382	1.8446417	-10.50127	-23.089256	184000
47	-226.42331	37.92313	-184.03947	-287.86023	1000.0	-3.284773	186.06947	-20.283817	0.9196951	-16.128027	-24.134912	188000
48	-265.01752	46.567196	-201.66826	-327.3134	1000.0	-5.766625	199.30186	-23.409046	0.67987365	-20.276741	-26.079943	192000
49	-222.905	83.071884	-141.28923	-336.19476	1000.0	4.4082646	175.86096	-20.695885	1.6145462	-7.4973803	-24.793617	196000
50	-256.37756	18.717634	-231.75327	-282.03497	1000.0	-5.1070623	247.12462	-23.17734	0.5986402	-20.472385	-25.972904	200000
51	-283.52887	58.09226	-211.11667	-358.6191	1000.0	-3.5960107	240.23837	-25.25871	0.71517414	-22.996943	-27.301962	204000
52	-249.9454	53.811123	-171.11719	-322.7574	1000.0	3.274696	243.44662	-22.039629	1.3946319	-8.530476	-25.878405	208000
53	-243.24565	131.93114	-44.353558	-413.3951	1000.0	-1.6316867	350.72012	-22.085714	3.3020465	4.885889	-26.327927	212000
54	-236.73962	82.49735	-118.62597	-329.33893	1000.0	1.4460323	146.78717	-21.374136	2.2357173	-6.6521664	-26.019365	216000
55	-213.93938	103.28683	-84.948044	-342.01672	1000.0	1.2746859	312.4862	-19.186188	2.812974	-4.8402367	-25.828568	220000
56	-199.46048	77.82047	-76.36798	-292.26947	1000.0	2.7896488	124.62567	-17.452803	3.353302	0.0932408	-25.672718	224000
57	-250.36551	24.233406	-219.959	-286.28925	1000.0	-8.9633	176.71968	-22.163616	0.84704876	-18.591928	-25.42773	228000
58	-213.29042	112.10662	-87.06149	-386.18707	1000.0	4.0642204	214.71672	-19.098055	2.658503	-3.1467469	-25.524803	232000
59	-214.79816	53.741436	-166.04187	-301.76553	1000.0	-0.047575474	177.71838	-19.35919	2.385578	-11.507058	-24.991652	236000
60	-175.42413	42.104713	-121.45729	-236.36597	1000.0	4.045167	123.18026	-15.965038	1.7187196	-10.061048	-22.604937	240000
61	-214.48262	36.44249	-153.77379	-250.44528	1000.0	-5.3714104	136.52501	-19.468098	1.9265517	-14.845386	-24.854939	244000
62	-217.44513	33.370506	-185.52246	-273.0565	1000.0	-1.1360016	121.453	-19.76564	1.1944042	-16.474718	-24.476036	248000
63	-192.58133	27.336044	-155.83202	-232.6898	1000.0	2.5213041	126.76168	-17.53748	0.9774822	-13.083151	-21.315601	252000
64	-225.66458	56.408585	-174.9609	-320.0767	1000.0	-5.089259	176.34055	-20.656754	0.6910378	-18.005766	-23.821695	256000
65	-230.2645	19.59151	-199.33705	-253.69626	1000.0	-0.8245926	261.76932	-20.980742	0.6268257	-18.654247	-24.080887	260000
66	-235.3475	66.47392	-120.98624	-280.25916	1000.0	0.20260477	151.15146	-21.184317	2.471794	-6.914465	-25.687626	264000
67	-223.46996	9.401144	-210.65967	-237.21175	1000.0	-0.21934724	131.08725	-20.926378	1.1373729	-18.043821	-25.202711	268000
68	-236.89908	34.63049	-196.94614	-271.47763	1000.0	-0.07040477	111.509	-22.273945	1.7476863	-16.434032	-25.656784	272000
69	-182.81816	74.602356	-81.24171	-284.15912	1000.0	6.6102333	142.65344	-17.466652	5.0050774	-6.211369	-24.580544	276000
70	-255.36986	36.30286	-206.76682	-294.1717	1000.0	-11.930302	116.550896	-24.29134	1.5293458	-20.25539	-26.720161	280000
71	-196.75528	57.97747	-158.71321	-297.05533	1000.0	7.7163734	236.70654	-18.476906	1.0072495	-12.701257	-23.211056	284000
72	-195.10266	28.563791	-146.0253	-214.8968	1000.0	2.3200045	117.81786	-17.71623	1.5224693	-13.502824	-22.986006	288000
73	-191.57877	34.571537	-144.5832	-226.15152	1000.0	-1.407114	141.93967	-17.88793	0.6585634	-14.883951	-20.960917	292000
74	-232.97447	69.29402	-160.93387	-310.59036	1000.0	-4.250869	200.13786	-20.532198	1.4114381	-16.895437	-25.036123	296000
75	-291.88843	55.52863	-212.33012	-366.33432	1000.0	-8.563399	201.99535	-26.473099	1.7710698	-19.516819	-28.125824	300000
76	-207.24457	54.429688	-115.352104	-254.92589	1000.0	9.285088	162.55032	-18.86005	1.4960335	-9.413738	-24.633396	304000
77	-224.2023	22.983234	-185.08704	-243.08029	1000.0	-2.076743	72.32096	-21.17564	1.3939433	-17.07351	-25.467798	308000
78	-224.71295	33.700695	-185.84373	-261.3306	1000.0	-1.6021469	239.99695	-21.673864	0.68708766	-18.447216	-24.660833	312000
79	-218.89621	53.649563	-179.73795	-311.35782	1000.0	3.229519	147.73315	-20.834854	2.450731	-13.750687	-25.623972	316000
80	-211.46127	109.1691	-79.74556	-381.99338	1000.0	0.87408066	232.53772	-19.26666	1.53384	-9.17413	-24.667124	320000
81	-234.27658	59.48654	-155.30777	-303.93173	1000.0	-3.5326133	155.72519	-21.714516	2.2047188	-13.89484	-26.382036	324000
82	-223.32118	42.93726	-180.75385	-283.94165	1000.0	2.2960002	96.99477	-21.00754	2.8110585	-14.646825	-25.785095	328000
83	-215.11264	75.35482	-123.56941	-323.68518	1000.0	0.45274425	185.15683	-19.753626	2.0482159	-13.461989	-25.534071	332000
84	-274.3578	41.99886	-211.42857	-327.36682	1000.0	-7.1198244	160.01077	-25.158344	1.0759026	-21.6429	-27.791634	336000
85	-219.20642	18.763195	-199.31352	-248.3006	1000.0	7.7916994	103.7097	-19.868208	0.8272336	-16.64631	-23.22593	340000
86	-209.39722	28.003817	-174.56146	-248.53734	1000.0	1.028657	142.71512	-19.189552	0.57932264	-16.22746	-21.141975	344000
87	-227.48499	57.373806	-160.84367	-306.50488	1000.0	-3.0545926	168.03381	-21.552954	0.6213612	-17.171667	-24.574545	348000
88	-230.34029	36.55518	-171.90004	-270.7576	1000.0	0.21586645	165.49236	-21.849022	0.8506169	-16.452723	-25.195206	352000
89	-178.7676	19.447803	-149.63342	-197.14438	1000.0	7.4423504	115.22003	-17.708595	0.8334679	-13.791251	-21.349236	356000
90	-262.7068	38.899654	-197.33925	-299.8288	1000.0	-9.490318	240.2569	-23.119116	0.8653312	-20.42956	-26.32407	360000
91	-220.92892	33.343975	-180.76988	-273.20068	1000.0	3.699453	189.42932	-21.300636	0.6803318	-17.69133	-24.59769	364000
92	-177.1931	54.819138	-121.73262	-234.65678	1000.0	6.6511965	171.06113	-17.162113	2.834615	-7.402823	-23.231358	368000
93	-228.84566	67.98274	-112.218025	-278.75482	1000.0	-7.171996	141.16551	-21.457106	1.8842229	-12.53593	-25.22084	372000
94	-244.58437	80.659325	-117.83144	-327.90845	1000.0	-0.5296581	169.81552	-22.201527	3.6492357	-6.3541574	-26.240915	376000
95	-264.06958	48.955994	-213.30122	-329.09732	1000.0	-2.9154663	141.39714	-23.814793	1.58659	-19.50271	-26.310854	380000
96	-226.72806	34.43655	-173.56213	-264.6515	1000.0	3.9596817	147.74982	-20.513128	2.060424	-11.520308	-24.5074	384000
97	-227.38655	54.1127	-143.53334	-286.46387	1000.0	-0.61981297	137.14534	-20.647432	2.6294608	-15.013762	-24.631	388000
98	-196.63362	59.5771	-125.684326	-290.6528	1000.0	2.7692742	170.97473	-18.787601	3.074843	-11.6746	-24.168919	392000
99	-255.82738	33.593105	-232.07074	-313.81326	1000.0	-6.2540717	169.9987	-22.990288	2.4910014	-17.708233	-26.146658	396000
100	-245.55984	45.841125	-194.85905	-294.6679	1000.0	0.2933967	126.416336	-22.798054	2.1079915	-17.894817	-25.578762	400000
101	-239.35965	49.217377	-166.25981	-294.9826	1000.0	0.2718463	172.53745	-21.825642	0.8511277	-19.497326	-25.341087	404000
102	-221.71555	58.329693	-135.40538	-293.54684	1000.0	2.420476	158.03244	-20.710434	1.6982013	-12.7944355	-24.620161	408000
103	-218.65253	59.243153	-133.60313	-282.16772	1000.0	0.66265583	184.9655	-19.897701	2.7558484	-9.090638	-24.638039	412000
104	-166.40546	13.684507	-147.62335	-183.80016	1000.0	5.6306024	104.28082	-15.3124075	0.7668686	-12.331878	-20.338194	416000
105	-226.76584	15.34018	-206.90825	-249.74257	1000.0	-7.2831244	84.3097	-20.378756	1.2668896	-17.434809	-23.91559	420000
106	-176.65619	35.105415	-123.225716	-221.19023	1000.0	5.333093	128.22182	-15.879773	0.7808046	-12.62226	-19.614141	424000
107	-212.87462	69.466156	-128.00385	-320.89008	1000.0	-5.5098677	216.10332	-18.741613	0.700705	-10.179214	-21.882235	428000
108	-218.22617	44.118496	-154.0413	-278.60043	1000.0	-1.9319347	239.85284	-21.033278	2.2503736	-13.551993	-24.729956	432000
109	-166.27945	51.129436	-90.30924	-227.61206	1000.0	7.1240835	173.13026	-15.429389	1.7564119	-3.542807	-22.247948	436000
110	-197.65457	32.233475	-163.68388	-249.33784	1000.0	-3.9062564	121.69166	-18.097483	0.8248551	-15.562138	-22.591654	440000
111	-204.42789	43.16756	-148.97594	-247.50354	1000.0	-0.9990463	199.61905	-18.662289	0.86564	-14.438462	-22.487206	444000
112	-205.48009	29.699137	-166.69194	-240.27734	1000.0	-0.4755442	175.75526	-18.714777	0.54924154	-16.570347	-21.388357	448000
113	-201.71687	41.967663	-136.0912	-253.05154	1000.0	1.0091699	123.73273	-18.99984	1.1104963	-12.770417	-22.701061	452000
114	-208.12814	36.640396	-161.1866	-264.01166	1000.0	-0.42571044	167.95166	-18.806913	2.079861	-14.030516	-23.518196	456000
115	-235.13531	58.489838	-175.42464	-329.14838	1000.0	-3.222129	114.28148	-21.702093	2.3511224	-16.353456	-24.853466	460000
116	-251.85878	55.06158	-158.4883	-297.89642	1000.0	-1.5744579	104.35356	-24.223234	3.4060683	-14.962602	-26.63571	464000
117	-231.86986	46.739773	-189.91563	-303.8031	1000.0	-0.3449192	231.05426	-21.713833	0.77925605	-19.207659	-25.103106	468000
118	-208.03717	57.66605	-127.46803	-278.54623	1000.0	3.4053125	110.11444	-19.15104	2.5259361	-6.8957677	-24.000288	472000
119	-219.5686	46.64928	-142.85728	-266.5862	1000.0	-0.8008377	109.58077	-21.267672	3.3406994	-11.233609	-24.522966	476000
120	-206.7522	51.642612	-131.95747	-270.67627	1000.0	-0.7658465	197.08621	-19.150406	3.0192256	-11.125701	-24.717005	480000
121	-196.31264	45.700283	-133.7252	-261.16547	1000.0	-0.41063356	233.37509	-16.996557	1.2977331	-8.29245	-22.270756	484000
122	-181.87909	49.448364	-109.7425	-242.52193	1000.0	1.1626571	193.39993	-16.946487	1.9564162	-10.998854	-24.307177	488000
123	-208.89026	60.41529	-118.77731	-277.9393	1000.0	-1.1934711	151.76389	-19.490208	2.27632	-9.037113	-24.374374	492000
124	-219.77357	64.97559	-128.32002	-306.78802	1000.0	-1.4177692	125.59245	-20.113829	2.9878032	-10.863575	-24.91141	496000
125	-214.26091	75.87312	-110.977516	-313.98007	1000.0	-3.0702617	189.36842	-20.17615	1.1969697	-11.004366	-25.061909	500000
126	-233.76942	40.38869	-178.4656	-288.37515	1000.0	-1.2415768	236.46313	-21.599234	1.4647139	-15.427813	-25.614836	504000
127	-209.28162	66.53024	-126.88998	-296.14566	1000.0	3.6015859	283.7307	-19.475317	0.96072656	-12.9638405	-22.799778	508000
128	-182.94357	37.23392	-134.4526	-235.64333	1000.0	3.8890975	196.41273	-17.679255	0.88549495	-14.441274	-21.37203	512000
129	-217.23627	40.35622	-163.17003	-276.32977	1000.0	-3.7304554	113.14154	-21.119984	1.4256762	-15.724174	-24.8357	516000
130	-246.10474	47.349384	-171.69585	-291.79547	1000.0	-2.9458845	112.93366	-22.869036	2.490663	-16.861622	-26.504478	520000
131	-226.73988	19.208786	-208.63928	-258.75946	1000.0	1.1770077	171.45808	-20.731073	0.94876105	-18.308792	-24.868479	524000
132	-264.02722	37.70953	-206.5141	-305.99884	1000.0	-3.6142993	95.7251	-24.228941	2.0595455	-18.094841	-26.475235	528000
133	-200.9656	68.61887	-124.935326	-277.87677	1000.0	5.4631233	220.01102	-17.986355	1.4394782	-6.4033384	-22.183279	532000
134	-187.36746	61.175842	-124.798515	-286.22903	1000.0	0.48123193	164.50668	-17.485735	1.1518126	-8.183625	-21.2013	536000
135	-167.28928	14.331031	-147.0802	-187.55669	1000.0	3.6699278	100.44165	-14.845303	0.76170975	-12.129272	-18.85434	540000
136	-146.20126	36.01255	-91.56659	-192.72652	1000.0	1.8662583	150.97604	-13.4197445	0.7988836	-10.154581	-17.231695	544000
137	-216.04909	81.64067	-120.603455	-340.02573	1000.0	-8.9941	178.38599	-19.322535	1.9598622	-12.30581	-25.078869	548000
138	-233.68948	18.202564	-202.31384	-246.04524	1000.0	-1.4081928	134.70825	-22.30388	1.8696643	-17.841295	-25.437395	552000
139	-220.41763	58.50655	-169.06882	-315.28543	1000.0	1.7503116	158.36673	-19.547451	3.3483734	-12.760197	-26.126925	556000
140	-276.54187	35.18656	-221.52127	-317.22556	1000.0	-6.8642764	157.61496	-25.715727	1.357853	-22.450453	-27.39878	560000
141	-192.27272	105.14282	-76.60867	-354.0752	1000.0	11.407585	235.05621	-17.75646	1.3467009	-1.0691673	-21.834236	564000
142	-217.7066	82.14334	-99.44553	-331.67203	1000.0	-3.314499	183.48639	-20.625175	1.5414217	-9.805746	-23.893085	568000
143	-161.20615	39.383907	-105.17252	-198.45474	1000.0	7.0703506	250.09558	-16.27886	1.0553285	-10.744546	-20.164715	572000
144	-216.48572	60.62944	-136.56673	-298.68262	1000.0	-5.7064075	147.12183	-20.652565	1.6213439	-10.693998	-24.132559	576000
145	-215.7031	75.214455	-97.49605	-293.35583	1000.0	0.4311589	194.88397	-19.941235	3.3624392	-8.337949	-25.012833	580000
146	-262.3849	69.569084	-153.95294	-344.94098	1000.0	-6.9238048	225.35663	-23.515036	1.4395732	-19.683052	-26.279902	584000
147	-233.13983	68.864105	-126.15451	-300.59647	1000.0	3.4483526	205.24493	-21.790987	1.7644076	-12.18623	-24.765709	588000
148	-211.75548	17.137701	-191.71898	-233.09358	1000.0	2.8260653	106.68587	-19.661123	1.3290471	-15.279365	-23.464169	592000
149	-204.26707	51.646294	-141.86739	-284.59488	1000.0	1.257382	143.15042	-18.15512	2.5628748	-11.373702	-23.08802	596000
150	-182.10533	58.46359	-100.22492	-258.17358	1000.0	2.3823128	153.84871	-17.909914	3.5480888	-9.041782	-22.880144	600000
