epoch	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	total-env-interacts
58	-276.61603	58.592606	-208.90723	-358.5194	1000.0	-3.1206913	218.65178	-25.650297	0.75295496	-21.906717	-30.248344	232000
59	-217.74603	48.45214	-143.9761	-268.07968	1000.0	8.410002	128.2478	-20.429707	2.777772	-10.674072	-25.915012	236000
60	-332.18063	27.364141	-289.95544	-366.51727	1000.0	-15.953196	275.80908	-29.088102	1.1799957	-25.765192	-33.6929	240000
61	-274.45135	62.001575	-174.75189	-344.89996	1000.0	5.465978	264.42828	-26.870407	0.8655534	-19.35932	-29.86952	244000
62	-254.139	99.26126	-148.72256	-411.2636	1000.0	4.6946154	304.69592	-24.281048	1.4193393	-21.742233	-29.2342	248000
63	-243.78177	63.92373	-134.3782	-294.74057	1000.0	2.746418	154.0143	-20.70759	1.5838066	-8.525834	-26.504616	252000
64	-299.81464	76.505745	-192.77328	-375.3422	1000.0	-10.958985	238.73886	-25.890873	1.284795	-21.07675	-31.204388	256000
65	-292.74036	23.142914	-268.73953	-330.95016	1000.0	-2.4842541	127.94824	-27.23098	0.7831195	-22.149582	-32.130432	260000
66	-272.06512	8.526589	-259.808	-282.66284	1000.0	3.7483826	224.0072	-25.615742	0.6944104	-22.39173	-28.638947	264000
67	-263.92004	37.499187	-218.89899	-321.97742	1000.0	2.2045088	134.18448	-24.724218	0.8268593	-23.660162	-30.894064	268000
68	-288.6132	79.40078	-178.81912	-397.69736	1000.0	-1.0532277	237.73822	-25.345915	0.8711542	-13.997574	-30.546232	272000
69	-255.89182	42.15086	-205.41002	-297.6806	1000.0	1.6525657	111.142715	-24.818457	0.7202574	-22.3383	-29.723547	276000
70	-330.37704	22.700756	-311.74615	-369.18854	1000.0	-8.00178	183.67535	-29.020348	1.1298553	-26.142685	-32.889103	280000
71	-217.65616	100.02812	-104.31946	-377.03363	1000.0	13.44231	228.74648	-21.263203	1.8842525	-12.080655	-27.911827	284000
72	-261.4103	79.62788	-147.70583	-366.93698	1000.0	-4.261039	254.84103	-22.73933	1.4810451	-8.2238245	-28.446123	288000
73	-244.88876	57.25674	-166.63643	-327.3462	1000.0	-0.18212032	137.13138	-22.689964	1.0769624	-17.918095	-29.007969	292000
74	-218.36853	56.690094	-126.77168	-276.61066	1000.0	4.2255654	236.73288	-19.423126	1.4875094	-6.9124103	-25.405998	296000
75	-250.5579	37.277283	-203.87538	-293.62573	1000.0	-5.2129755	243.13232	-21.91086	1.4821813	-13.990035	-26.577612	300000
76	-239.57693	58.682114	-169.04666	-318.85675	1000.0	-0.35295653	238.80106	-21.6	1.1879853	-14.835074	-26.484432	304000
77	-290.5996	90.412506	-135.55785	-354.36804	1000.0	-6.628792	306.58923	-24.567581	1.408906	-8.550739	-29.172096	308000
78	-232.78357	34.589333	-178.68181	-274.05356	1000.0	4.5044465	111.45914	-21.156857	0.9796968	-13.926427	-24.724405	312000
79	-259.50494	70.526184	-159.10399	-345.70892	1000.0	-3.740987	283.49072	-23.082169	1.2208792	-18.999018	-28.433174	316000
80	-213.88849	52.407185	-149.99814	-295.81238	1000.0	4.6224074	208.63382	-20.62147	1.0479566	-13.361154	-24.18938	320000
81	-328.09784	69.37702	-259.12213	-437.8833	1000.0	-14.11845	307.11136	-28.10668	1.5377971	-25.687887	-32.817223	324000
82	-273.6414	81.37614	-151.12482	-348.55417	1000.0	4.4569645	149.1612	-25.952257	0.91112036	-11.165655	-30.25504	328000
83	-268.29477	37.06063	-215.59439	-310.51	1000.0	2.3530226	139.65472	-24.392012	0.8134337	-17.442417	-27.63871	332000
84	-281.7452	45.43525	-232.03369	-352.28455	1000.0	-2.848466	131.19342	-25.811575	0.46796674	-23.88238	-29.149725	336000
85	-242.12051	31.95834	-188.66183	-272.6773	1000.0	4.9386396	135.68982	-23.487566	0.69512725	-15.636637	-26.957714	340000
86	-241.29599	25.243618	-220.12457	-282.95413	1000.0	2.0800915	163.63931	-21.742739	0.6703533	-19.233858	-24.502254	344000
87	-250.77711	30.313011	-211.50432	-289.95712	1000.0	-1.4765071	175.91797	-21.646276	0.5747912	-19.459362	-24.685356	348000
88	-299.0695	105.80344	-147.02225	-442.53143	1000.0	-8.588336	219.8812	-26.164545	1.5536468	-15.705026	-30.966692	352000
89	-258.63385	58.36669	-202.90028	-356.72818	1000.0	3.270742	205.69534	-23.961761	1.8927046	-21.268522	-30.127024	356000
90	-242.25548	62.690887	-144.77837	-319.85156	1000.0	4.438913	219.8385	-21.548756	1.1047226	-11.672837	-26.675701	360000
91	-242.06625	33.09934	-190.06831	-279.82965	1000.0	-0.94341207	112.19032	-21.576422	0.6545133	-17.102156	-25.293545	364000
92	-253.8624	30.221247	-221.39577	-294.3255	1000.0	-2.6807895	168.71597	-22.7564	0.80878145	-17.849184	-25.152653	368000
93	-257.12	30.449808	-210.78012	-289.65387	1000.0	-1.5490618	179.95612	-24.387789	0.5267602	-21.658628	-26.473976	372000
94	-344.2877	55.662872	-268.74777	-416.32712	1000.0	-10.690256	247.91208	-29.649471	1.35737	-27.24599	-33.216934	376000
95	-293.34232	5.5964093	-286.61874	-300.89145	1000.0	3.3690715	100.37497	-27.087187	0.42673686	-23.71258	-30.38474	380000
96	-262.25873	57.706776	-203.65308	-330.6852	1000.0	4.750227	168.83292	-23.783833	1.6964545	-10.847339	-26.463093	384000
97	-265.8593	85.357704	-126.93543	-359.06198	1000.0	-1.3969872	158.89912	-23.018904	4.249988	-0.5949286	-27.15606	388000
98	-240.28123	52.90391	-181.67851	-299.3989	1000.0	-1.0966192	172.48816	-21.729105	1.7865813	-12.991083	-27.550545	392000
99	-277.83112	24.773798	-245.89317	-315.05893	1000.0	-5.7270756	152.3471	-24.972479	0.8330454	-19.873621	-27.841593	396000
100	-276.7176	6.899941	-269.8237	-287.46164	1000.0	-0.377142	173.42993	-24.171234	0.8843269	-20.600508	-27.086054	400000
101	-255.42154	108.18919	-100.67676	-375.68134	1000.0	0.9964137	245.2969	-23.386116	1.715145	-13.69137	-29.623768	404000
102	-265.052	40.322067	-213.40242	-324.91406	1000.0	0.03033948	122.00075	-24.290852	0.9501374	-19.350655	-27.859564	408000
103	-256.20587	50.694443	-177.22168	-315.3457	1000.0	2.0719948	154.14697	-23.164507	1.7104363	-15.231054	-28.322374	412000
104	-253.16264	40.566483	-216.6908	-318.2355	1000.0	-0.65480494	138.42244	-23.425793	1.1514616	-20.234337	-28.101452	416000
105	-265.8012	35.105076	-211.44028	-297.341	1000.0	-1.4570239	196.38055	-23.60612	2.5082307	-14.434493	-27.6455	420000
106	-242.24901	18.868471	-217.47313	-270.5219	1000.0	2.4783087	102.42952	-21.829288	1.327416	-17.294024	-26.072363	424000
107	-274.28357	34.213097	-239.68982	-319.84198	1000.0	-4.772401	100.33013	-25.409575	0.89298815	-21.13973	-26.89714	428000
108	-251.53038	48.041367	-179.0601	-305.2683	1000.0	3.2749333	198.74255	-24.092825	1.3523928	-18.119728	-25.381647	432000
109	-298.2312	58.60986	-226.01843	-364.70837	1000.0	-4.646416	147.48596	-26.775982	0.41529933	-22.969248	-29.66874	436000
110	-246.76245	60.41163	-187.64375	-340.8938	1000.0	6.0105753	138.91837	-23.38537	0.87364644	-16.717646	-26.244692	440000
111	-240.0813	40.460117	-172.87642	-278.2969	1000.0	1.40623	208.7361	-22.645605	1.740926	-14.992654	-24.884912	444000
112	-273.51263	30.59355	-224.84494	-309.26645	1000.0	-3.2414582	104.37915	-26.002258	1.2577721	-20.104187	-26.849197	448000
113	-302.86584	60.27295	-220.11296	-381.6074	1000.0	-4.3472486	220.72986	-27.519281	0.69303703	-23.35863	-31.284021	452000
114	-250.84999	49.615707	-191.21994	-307.28146	1000.0	6.0712376	198.62187	-23.736027	1.2994769	-16.670477	-26.245329	456000
115	-262.5894	32.348454	-221.65579	-301.19772	1000.0	-0.12549591	237.06424	-23.827978	1.0101085	-21.059904	-28.417852	460000
116	-293.22174	24.85795	-256.44104	-320.7007	1000.0	-4.5615606	99.86616	-26.65654	0.89177334	-24.066622	-30.198103	464000
117	-239.76877	81.93851	-110.536804	-337.7297	1000.0	7.203973	232.33228	-21.742374	2.1745744	-5.424716	-26.043089	468000
118	-210.90709	14.328855	-190.98378	-226.04794	1000.0	3.2550292	119.132385	-19.77955	1.1642652	-15.176578	-24.007233	472000
119	-224.29912	52.659172	-137.56248	-270.85855	1000.0	-0.4833932	201.5924	-20.682785	3.6546757	-6.9873943	-25.527811	476000
120	-280.9224	55.562855	-219.67735	-369.69308	1000.0	-8.913808	199.43747	-25.11405	1.0833639	-20.206808	-27.728024	480000
121	-253.90744	32.48873	-216.02077	-292.3604	1000.0	3.0052483	86.83163	-23.243488	0.6109826	-19.467867	-25.58732	484000
122	-264.64185	26.394934	-236.52501	-307.2181	1000.0	-1.3864539	146.58667	-24.344742	0.94460976	-21.958658	-28.100073	488000
123	-279.61328	24.261768	-245.42484	-308.4101	1000.0	-1.8697362	132.06139	-24.856165	0.5454209	-22.867393	-27.69425	492000
124	-278.06442	35.269775	-232.59523	-317.63852	1000.0	-0.567065	186.44452	-24.93412	0.67102265	-21.101398	-28.202114	496000
125	-249.81265	65.67077	-143.86578	-316.47568	1000.0	2.694576	151.75009	-23.057856	0.82871705	-13.161243	-26.526337	500000
126	-251.18488	53.421005	-171.66826	-306.1677	1000.0	-0.09166741	180.04941	-22.796516	0.9872757	-15.566272	-25.807562	504000
127	-230.36774	47.251896	-156.21281	-287.6066	1000.0	2.0592494	207.36987	-20.810677	2.5722995	-10.451696	-24.597157	508000
128	-256.54175	13.70902	-241.33647	-277.85672	1000.0	-3.1772306	172.08377	-23.496706	0.6101312	-18.586233	-25.564074	512000
129	-207.35843	55.47154	-136.40192	-279.3684	1000.0	6.492733	215.6833	-18.546598	1.5579919	-10.857203	-21.864063	516000
130	-270.206	27.058475	-232.42526	-304.03653	1000.0	-9.447285	189.1145	-25.240679	0.764842	-21.85387	-28.228703	520000
131	-260.43445	59.500557	-215.00858	-361.57153	1000.0	1.6260355	189.88133	-23.757519	0.7244028	-20.893473	-27.252901	524000
132	-266.54163	26.340014	-221.66106	-288.51715	1000.0	-1.3470274	207.77904	-25.07186	0.6581196	-22.641523	-27.699678	528000
133	-284.68982	16.820684	-255.63123	-296.35013	1000.0	-1.3471506	258.54407	-24.747253	0.8875408	-21.561375	-26.715553	532000
134	-231.86969	24.319847	-195.15196	-258.2779	1000.0	4.5667825	170.38882	-22.265532	0.48774984	-19.561844	-24.227343	536000
135	-277.61835	16.42997	-254.4122	-300.3769	1000.0	-4.895998	193.60281	-25.479912	0.5685811	-23.505829	-28.391954	540000
136	-260.37326	35.045105	-231.44745	-320.03516	1000.0	2.094936	121.335464	-24.489887	0.38469425	-22.556559	-26.273693	544000
137	-260.29004	23.107409	-226.13582	-282.87656	1000.0	1.4721539	134.09962	-23.6277	1.0150462	-18.125378	-25.366957	548000
138	-242.36472	42.737614	-192.2558	-310.03284	1000.0	2.296186	105.81354	-22.0593	1.612827	-15.452575	-24.238493	552000
139	-273.28265	42.61457	-215.1083	-334.95746	1000.0	-4.797743	169.12025	-25.007355	0.8372137	-21.749172	-26.964563	556000
140	-212.98987	43.71594	-182.57094	-288.21054	1000.0	7.5366325	265.11966	-19.894972	0.8082616	-15.2625265	-23.322676	560000
141	-288.43768	30.562899	-238.04616	-315.76605	1000.0	-9.482731	92.51083	-26.586664	0.8241161	-23.50958	-27.704908	564000
142	-239.80144	54.521908	-174.73781	-323.88803	1000.0	5.8205304	139.45161	-21.928968	1.580297	-15.827462	-24.714277	568000
143	-283.48642	17.389465	-261.84412	-310.38184	1000.0	-4.6682673	94.33629	-26.358406	0.8321664	-22.325857	-27.702047	572000
144	-239.9463	42.944756	-190.34409	-304.75427	1000.0	5.809362	86.6155	-21.499144	1.8240263	-15.582791	-24.151814	576000
145	-240.99933	27.403322	-196.80627	-266.94067	1000.0	-0.5424036	101.97274	-22.516985	1.203605	-18.12759	-24.24006	580000
146	-227.669	28.491697	-181.95012	-257.8091	1000.0	1.3923361	150.34169	-21.408344	0.98921955	-17.920893	-23.648619	584000
147	-262.40408	42.504826	-208.27786	-317.53897	1000.0	-2.368011	106.272675	-23.217663	0.7574836	-18.925165	-24.368526	588000
148	-242.8081	18.262957	-211.55075	-255.9725	1000.0	0.7065804	139.31488	-21.447205	0.7815952	-18.525963	-23.184118	592000
149	-267.92682	21.049892	-238.32516	-295.33582	1000.0	-4.521068	158.31848	-24.291422	0.55112666	-21.059658	-26.138113	596000
150	-240.23225	26.508415	-208.69373	-280.8611	1000.0	3.1176007	120.35164	-23.505821	0.3905758	-21.395723	-25.286741	600000
