epoch	mu-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
23	-375.06345	21.24871	372.89737	94.106575	506.4552	-84.97099	3048.1487	1397.0598	4298.0767	731.3038	1000.0	3713.3254	538.914	4146.4976	2581.7861	1000.0	92000
24	-388.64868	22.717476	386.48972	95.38833	521.36255	-5.6602755	4285.753	77.62132	4397.2334	4206.32	1000.0	4641.111	115.40426	4929.1973	4500.5586	1000.0	96000
25	-404.28583	23.415028	402.05176	94.08378	534.0367	50.89876	4540.798	228.51465	4924.6772	4361.058	1000.0	4818.4087	111.7827	5006.552	4621.51	1000.0	100000
26	-419.4047	23.075624	417.13324	92.67238	546.05316	54.81106	4481.1865	120.67758	4597.2173	4278.5967	1000.0	4664.281	167.72049	4935.992	4265.277	1000.0	104000
27	-435.4314	22.264664	433.04132	89.21302	558.4328	107.90201	4754.2754	84.31253	4865.7593	4641.9414	1000.0	4862.553	221.09991	5135.0415	4300.803	1000.0	108000
28	-449.95258	22.084436	447.6101	85.559265	571.2635	150.63562	4817.155	58.51395	4914.323	4770.8657	1000.0	5154.4536	154.78545	5516.3604	4953.848	1000.0	112000
29	-464.46588	21.947866	462.02045	81.50467	588.15985	184.05373	4985.497	85.97311	5070.3438	4868.884	1000.0	5029.762	97.91657	5240.1865	4877.6675	1000.0	116000
30	-477.1184	21.249409	474.79013	79.86451	596.8993	204.03876	5033.9297	57.12634	5112.039	4951.6978	1000.0	5265.896	238.3586	5631.459	4710.1133	1000.0	120000
31	-488.43445	21.184269	486.0958	80.82632	609.6524	227.93521	5056.7773	78.49958	5189.151	4989.291	1000.0	5395.5845	173.40984	5525.5137	4919.3125	1000.0	124000
32	-499.12726	21.094719	496.747	83.29345	618.2072	219.95654	5151.968	57.117455	5227.5156	5089.975	1000.0	5356.469	185.912	5585.323	4927.9814	1000.0	128000
33	-509.81537	21.62943	507.47156	84.87167	631.2393	218.45853	5075.7305	135.93593	5251.756	4878.5063	1000.0	5625.516	124.7728	5888.052	5362.57	1000.0	132000
34	-519.62445	21.434383	517.25	85.359856	638.1522	210.1913	5293.9673	120.769684	5419.328	5113.8687	1000.0	5480.387	100.19973	5628.689	5294.1313	1000.0	136000
35	-529.5748	21.067352	527.1881	84.111725	643.48346	225.63597	5216.292	143.98926	5353.971	4987.943	1000.0	5670.7827	83.69738	5776.187	5508.2954	1000.0	140000
36	-538.6804	21.113577	536.29504	82.48316	651.05695	224.69102	5410.5283	80.771904	5547.729	5339.0903	1000.0	5584.3867	135.98166	5761.4463	5371.667	1000.0	144000
37	-546.6	21.157412	544.22614	81.00521	663.79706	247.79868	5475.3594	75.11371	5585.73	5383.4067	1000.0	5712.083	87.52997	5819.107	5519.353	1000.0	148000
38	-554.8115	20.11285	552.4581	78.37997	666.62067	266.0852	5482.6006	108.69125	5591.0947	5332.7188	1000.0	5906.336	106.00967	6009.7026	5643.485	1000.0	152000
39	-561.49835	20.320414	559.1679	77.66767	674.0057	274.4313	5547.834	29.944572	5589.683	5510.9756	1000.0	5816.173	134.32823	6025.0625	5594.1284	1000.0	156000
40	-568.25226	19.762012	565.9534	76.56688	677.7162	289.13873	5471.7314	218.38998	5795.1123	5178.937	1000.0	5898.739	130.19298	6222.6777	5691.301	1000.0	160000
41	-573.6861	19.404322	571.4253	76.95711	683.3532	234.9782	5610.193	156.26413	5771.7783	5361.7524	1000.0	5986.4214	61.498363	6066.6963	5899.1294	1000.0	164000
42	-578.64575	19.183952	576.42145	78.089424	685.1761	173.7848	5570.6885	52.00613	5623.2065	5502.7236	1000.0	5664.7803	277.9392	6083.552	5189.1357	1000.0	168000
43	-583.2556	19.52787	581.0352	78.49658	691.58875	166.03569	5770.307	117.70848	5948.361	5641.4233	1000.0	5701.042	440.85626	6159.0957	4653.7495	1000.0	172000
44	-587.2082	19.208082	585.00195	78.440735	695.6042	192.66924	5489.164	281.34784	5718.9165	5007.4097	1000.0	5868.577	417.94858	6371.725	5024.026	1000.0	176000
45	-591.40674	19.696703	589.2435	78.00404	696.62067	197.46681	5701.198	37.15401	5737.5825	5642.7246	1000.0	5901.1436	146.35728	6218.635	5752.561	1000.0	180000
46	-594.4465	19.468742	592.3259	78.06111	698.9666	169.03078	5039.9795	1299.6002	6095.574	2833.9512	1000.0	5222.585	1290.9019	6285.43	1788.4962	1000.0	184000
47	-596.41626	19.580168	594.3234	81.814224	700.7355	89.21486	5653.923	267.09323	5869.55	5196.1777	1000.0	6056.2803	303.7162	6323.8423	5290.853	1000.0	188000
48	-599.46643	20.560825	597.37726	84.85392	707.053	11.104955	5680.0264	112.48035	5852.2144	5577.3022	1000.0	6010.995	195.6889	6277.08	5642.567	1000.0	192000
49	-603.5215	20.773888	601.3662	85.30388	714.0931	9.271254	5950.8164	69.89152	6015.556	5837.3013	1000.0	6017.941	175.60588	6297.409	5784.8384	1000.0	196000
50	-607.2557	20.589903	605.1773	84.186775	713.3156	-76.846954	5744.053	296.86456	6048.103	5251.803	1000.0	6139.3486	127.79146	6320.1494	5979.4443	1000.0	200000
51	-609.6001	20.709381	607.5396	83.82591	715.91034	-92.945404	5497.0303	584.8355	5930.1807	4495.4844	1000.0	6058.1855	259.8849	6322.5996	5435.6396	1000.0	204000
52	-612.14014	21.335144	610.1086	85.01904	719.64777	-93.3645	5794.6187	205.92847	6085.72	5531.071	1000.0	6220.8345	104.7941	6406.8423	6025.036	1000.0	208000
53	-614.4529	21.283577	612.4372	86.17978	721.0694	-109.63672	5686.1885	346.47372	5989.3774	5105.9355	1000.0	6121.997	154.80507	6353.461	5891.553	1000.0	212000
54	-616.6525	21.831928	614.63025	87.84931	725.63434	-130.8727	5927.2383	176.22308	6071.707	5625.812	1000.0	6110.285	195.2303	6493.688	5859.881	1000.0	216000
55	-620.03564	21.933598	617.9712	87.16202	725.62366	-153.95343	5925.1865	54.926834	5986.588	5843.727	1000.0	5955.6284	624.37115	6518.9614	4322.1333	1000.0	220000
56	-623.5223	21.648046	621.4837	85.429565	730.55084	-120.29222	6125.5317	133.29883	6300.319	5984.328	1000.0	6471.716	117.82451	6629.618	6310.202	1000.0	224000
57	-626.1955	21.92411	624.1905	83.42936	736.01294	-127.79238	5739.037	353.46625	6070.501	5189.9243	1000.0	6272.132	134.98944	6447.0884	5968.8965	1000.0	228000
58	-628.1024	21.14688	626.1174	83.50156	733.6945	-100.71337	6027.4404	109.95293	6146.0728	5867.1494	1000.0	6372.452	134.36365	6553.264	6153.4565	1000.0	232000
59	-630.8055	21.23594	628.8087	83.42702	736.9221	-97.424995	6273.542	61.484924	6347.162	6179.173	1000.0	6077.4253	897.87085	6754.6514	3442.6167	1000.0	236000
60	-633.30524	20.958273	631.346	83.462006	741.52606	-113.71831	6261.5103	30.489794	6304.7188	6218.5044	1000.0	6524.8506	99.84203	6747.8296	6414.185	1000.0	240000
61	-636.38574	21.263147	634.3791	82.38843	745.3535	-77.317635	6173.9644	137.62518	6336.268	6009.036	1000.0	6275.6367	263.47482	6832.027	5819.0103	1000.0	244000
62	-639.2854	21.04521	637.2961	81.7339	747.03357	-21.106066	6181.5845	188.63065	6476.324	5961.6353	1000.0	6332.6807	255.00607	6584.9937	5670.4644	1000.0	248000
63	-642.1104	20.815922	640.1449	80.58258	749.5783	-11.038466	6236.2734	81.48212	6337.444	6117.828	1000.0	6672.28	261.5547	7121.3105	6387.7744	1000.0	252000
64	-645.1473	20.584581	643.1904	80.6749	755.19666	-35.72729	6199.8784	173.825	6346.703	5906.9917	1000.0	6708.822	297.20508	6951.622	5948.3184	1000.0	256000
65	-647.3682	20.682325	645.4288	81.39805	755.5136	-36.560757	6351.444	109.990326	6536.6187	6247.8916	1000.0	6321.295	801.35144	6842.6553	4389.746	1000.0	260000
66	-649.9696	20.171892	648.02594	82.26441	764.95386	-7.9411125	6449.532	157.34222	6671.4556	6226.7803	1000.0	7007.0493	156.58498	7372.943	6821.0024	1000.0	264000
67	-652.1858	20.985483	650.2358	83.20274	771.5269	-0.9721348	5644.1	1137.378	6624.2466	3706.2644	1000.0	6813.5156	130.34245	7021.606	6586.537	1000.0	268000
68	-655.082	21.597797	653.1208	84.529785	771.02356	-15.354557	6311.5146	106.39889	6425.598	6141.1562	1000.0	6321.526	1190.6696	6921.319	2808.362	1000.0	272000
69	-658.0162	22.288979	656.02893	86.075775	772.0744	-100.91358	6192.908	509.11224	6652.9937	5330.494	1000.0	6480.468	831.98895	7336.62	4665.23	1000.0	276000
70	-661.0693	22.464912	659.1027	86.85728	777.9897	-154.8734	6457.426	86.55316	6561.7925	6322.868	1000.0	6573.444	586.1999	7129.6284	5198.436	1000.0	280000
71	-664.75476	23.23862	662.75806	86.75712	783.67377	-225.05429	6297.9614	346.529	6651.1846	5851.362	1000.0	6911.673	249.77063	7296.4585	6446.4565	1000.0	284000
72	-667.22577	23.429726	665.3044	88.68479	797.18164	-172.81859	6553.7446	197.45152	6870.562	6331.25	1000.0	6977.8193	199.47147	7294.8174	6625.318	1000.0	288000
73	-670.06415	23.459707	668.06433	90.49623	799.9912	-105.84152	6446.913	96.06859	6556.0513	6318.27	1000.0	6542.3027	881.0744	7148.887	4341.939	1000.0	292000
74	-673.7192	23.494568	671.7078	90.44366	801.8924	-106.86204	6692.49	154.32864	6852.502	6447.52	1000.0	6652.4697	757.40247	7076.8467	4400.626	1000.0	296000
75	-677.16095	23.781347	675.1975	90.905	804.4219	-80.304214	6578.9336	268.76907	6893.8164	6254.378	1000.0	6656.522	891.93353	7151.2417	4000.358	1000.0	300000
76	-680.6344	24.840637	678.61176	91.562096	807.16187	-55.619804	6693.5073	111.178986	6797.449	6506.39	1000.0	6346.3037	1596.9294	7127.7363	1589.2017	1000.0	304000
77	-683.3963	25.068989	681.3552	95.041565	814.3529	-87.8638	4968.8755	1987.0037	6508.9487	1587.5016	1000.0	6701.272	1003.25446	7183.2866	3705.732	1000.0	308000
78	-685.9733	26.48795	683.97375	97.996284	817.7908	-99.87661	6639.179	153.77562	6835.9106	6477.1064	1000.0	6202.5713	1295.79	7448.281	2901.1511	1000.0	312000
79	-689.47485	26.212942	687.4505	97.69265	822.1345	-102.966354	6772.258	171.4686	7000.296	6535.749	1000.0	6899.9126	98.036224	7084.477	6759.5396	1000.0	316000
80	-693.39825	27.271086	691.3528	97.15122	822.2281	-128.07272	6868.1025	142.93672	7071.806	6728.0874	1000.0	7143.0454	601.57367	7659.3784	5470.935	1000.0	320000
81	-696.73	26.943943	694.6941	97.38104	828.31555	-121.167854	6925.5664	219.35133	7121.0205	6568.302	1000.0	7235.2334	228.60144	7608.083	6683.7686	1000.0	324000
82	-699.3474	26.555635	697.31445	98.12326	830.55884	-162.8698	6677.228	233.25209	6914.604	6397.0137	1000.0	7036.276	136.30579	7169.7676	6779.9175	1000.0	328000
83	-702.3049	26.239126	700.2707	98.63343	836.92554	-156.2871	6816.8896	113.60824	6913.177	6628.1855	1000.0	6789.6416	1190.3583	7466.1943	3243.3352	1000.0	332000
84	-705.91473	25.901676	703.87854	97.3947	836.074	-213.7371	6775.9316	103.50859	6925.245	6632.656	1000.0	7302.871	212.00912	7578.2114	6873.3955	1000.0	336000
85	-707.3609	25.968008	705.3623	99.85032	840.086	-190.37015	5193.784	2724.815	6893.6343	476.3965	1000.0	6929.4585	761.67834	7485.7607	4733.0986	1000.0	340000
86	-709.3074	26.910425	707.28864	101.982956	841.6754	-197.63075	6551.1577	331.13623	6889.184	6034.723	1000.0	6853.5312	235.98657	7246.8267	6495.614	1000.0	344000
87	-712.4797	27.1402	710.4492	102.44323	843.7488	-224.2107	6875.6626	78.055916	7006.4243	6810.0483	1000.0	6724.6235	1091.263	7770.088	3969.8083	1000.0	348000
88	-714.3942	28.385088	712.35565	104.60129	845.89526	-262.11267	6761.1147	80.16231	6864.86	6641.844	1000.0	7375.4976	186.6556	7795.9126	7102.965	1000.0	352000
89	-717.8099	27.674622	715.7576	104.07556	849.39294	-234.87978	7008.66	266.87177	7347.0366	6601.6924	1000.0	7421.0234	178.42204	7706.686	7183.087	1000.0	356000
90	-720.88074	26.975552	718.825	102.96545	853.1605	-222.08917	7027.436	74.37596	7109.3433	6930.7393	1000.0	6590.543	1767.9906	7423.676	1319.0709	1000.0	360000
91	-723.35504	27.430794	721.2912	104.05507	856.47504	-252.48628	6875.084	120.19902	7000.9736	6677.374	1000.0	7576.6846	182.28297	7817.601	7220.596	1000.0	364000
92	-726.9504	28.743402	724.83167	103.742775	862.9603	-250.03157	7120.2446	21.298922	7156.83	7103.661	1000.0	7580.197	195.38905	8030.939	7296.474	1000.0	368000
93	-729.923	27.522478	727.85864	102.60487	861.6358	-245.36879	7235.9204	131.67542	7411.508	7049.5195	1000.0	7693.893	191.41963	7913.5713	7344.9365	1000.0	372000
94	-732.78186	27.069206	730.6904	102.4638	866.0424	-248.85423	7138.7104	145.87427	7326.998	6949.4336	1000.0	7599.1123	147.7318	7819.8237	7383.3994	1000.0	376000
95	-735.9985	26.33993	733.9273	101.28858	870.0509	-218.49649	7114.665	116.569115	7314.136	7021.438	1000.0	7558.763	88.844284	7691.465	7353.698	1000.0	380000
96	-738.58563	26.4076	736.49066	100.97844	872.0349	-196.95592	7164.3115	130.9584	7284.1616	6965.637	1000.0	7573.9233	163.82762	7756.2065	7137.8213	1000.0	384000
97	-741.1119	27.344925	739.03973	102.61525	877.55273	-223.94035	7360.218	96.39623	7478.437	7242.5576	1000.0	7734.79	150.46117	8000.8755	7462.7153	1000.0	388000
98	-744.03644	27.45426	741.946	102.64101	879.01013	-256.1645	7272.51	168.49205	7479.927	7074.0693	1000.0	7208.2124	258.20218	7527.0137	6631.2695	1000.0	392000
99	-747.22437	27.360407	745.07025	103.160255	879.9301	-230.22014	7377.1245	91.527534	7450.6255	7222.0244	1000.0	7643.6304	148.90903	7953.197	7487.7095	1000.0	396000
100	-751.05615	28.224157	748.8868	102.612656	887.98456	-199.38309	6982.9365	140.58545	7122.068	6772.111	1000.0	7735.0444	186.83563	8003.8276	7386.872	1000.0	400000
101	-754.5105	28.559305	752.3377	101.71801	892.47327	-177.60863	7271.0396	124.96466	7459.782	7108.2495	1000.0	7695.909	177.1711	7996.986	7412.275	1000.0	404000
102	-758.0377	28.517254	755.8553	101.62976	895.31274	-165.0771	7157.999	447.6957	7463.1724	6385.157	1000.0	7668.1475	153.07413	7888.321	7420.605	1000.0	408000
103	-761.92365	28.696352	759.69635	101.530815	901.91003	-206.06163	7609.6763	78.79472	7681.4507	7487.941	1000.0	7918.875	233.0136	8482.856	7525.7856	1000.0	412000
104	-766.59186	28.889313	764.3159	102.749084	906.3387	-151.41626	7454.886	186.83472	7755.5825	7257.2793	1000.0	7928.5117	184.36595	8135.047	7551.602	1000.0	416000
105	-771.20795	29.270405	768.9237	102.71144	911.4185	-170.2246	7526.6772	158.32635	7664.459	7272.4126	1000.0	7971.0186	187.9227	8315.576	7649.5537	1000.0	420000
106	-775.3277	29.421259	773.049	102.7451	924.17206	-155.10834	7499.0957	256.068	7794.5806	7112.391	1000.0	8095.669	71.157555	8226.393	7992.65	1000.0	424000
107	-779.4114	30.377684	777.10254	104.804276	934.69995	-183.35408	7654.66	241.86156	8053.7896	7404.204	1000.0	8004.7236	613.7758	8545.565	6748.3433	1000.0	428000
108	-784.16376	32.218487	781.7907	105.96318	942.753	-198.69731	7553.296	109.468185	7678.7266	7389.743	1000.0	8306.492	172.91342	8608.1	8038.5312	1000.0	432000
109	-789.361	31.823952	786.9711	105.38813	942.5344	-197.27525	6116.3286	2823.4365	8036.4575	1240.305	1000.0	8145.6436	331.75977	8402.415	7195.4272	1000.0	436000
110	-793.1479	32.078175	790.75775	107.04328	950.54425	-143.29622	7775.851	187.62138	8077.153	7594.5854	1000.0	8250.056	197.92407	8492.397	7833.2344	1000.0	440000
111	-797.1021	32.418358	794.7158	109.03774	955.7065	-136.27536	7764.806	250.53278	8063.472	7416.7793	1000.0	7802.0938	516.4613	8109.459	6267.932	1000.0	444000
112	-801.0863	32.208187	798.7147	109.9144	954.9524	-129.34526	7816.318	159.46182	7977.4214	7551.7207	1000.0	8129.3687	183.73259	8396.283	7864.608	1000.0	448000
113	-804.64996	32.908665	802.2627	110.052414	961.83026	-104.12757	7779.0493	277.36023	8246.233	7550.8984	1000.0	7830.1943	1305.6436	8680.056	4362.7	1000.0	452000
114	-807.93335	32.545315	805.54553	110.041374	965.54553	-73.83709	7676.8403	233.55072	8051.7817	7472.2896	1000.0	8253.318	339.91055	8837.108	7433.967	1000.0	456000
115	-810.8843	32.850212	808.5018	110.742226	988.07025	-19.772253	8067.9766	145.98253	8317.25	7947.43	1000.0	8278.185	255.38327	8888.347	7911.6836	1000.0	460000
116	-813.82	33.252144	811.4086	110.02923	992.20624	20.803642	7958.1274	214.68684	8291.901	7693.711	1000.0	8620.321	104.96369	8818.002	8429.814	1000.0	464000
117	-817.54156	34.01493	815.1032	110.09255	994.6068	-28.831192	7857.786	255.15927	8156.919	7529.0586	1000.0	8461.0205	495.51074	9091.208	7082.318	1000.0	468000
118	-821.08813	34.03725	818.66986	108.97882	1000.1528	-19.498468	8173.494	128.30292	8385.539	8058.066	1000.0	8290.299	1515.0696	9009.364	3770.103	1000.0	472000
119	-823.8935	33.726147	821.4635	110.002	999.98254	44.111816	8173.544	289.59305	8581.438	7766.074	1000.0	8482.171	404.8007	8793.952	7360.613	1000.0	476000
120	-827.7215	34.815617	825.25507	109.72286	1008.1785	78.33041	7991.85	299.83594	8437.203	7654.453	1000.0	7949.05	1661.8055	8871.711	2987.2017	1000.0	480000
121	-830.8188	35.246346	828.3654	111.61759	1013.396	59.83853	7997.8853	299.32346	8237.03	7493.497	1000.0	8564.809	775.90454	9081.346	6280.463	1000.0	484000
122	-834.622	35.391483	832.1824	113.13472	1017.6325	27.03894	8281.907	84.18249	8372.364	8143.9844	1000.0	8693.965	194.23676	8947.763	8345.025	1000.0	488000
123	-837.2715	35.522297	834.806	116.22183	1022.78644	2.961475	6918.6895	2423.7822	8605.507	2733.169	1000.0	8891.449	278.1259	9294.935	8412.247	1000.0	492000
124	-840.62036	37.33987	838.1376	119.30666	1026.5117	-3.21454	8242.558	189.20619	8541.343	8019.894	1000.0	8616.994	238.74228	8868.909	8080.7397	1000.0	496000
125	-844.13464	37.543365	841.5695	121.1595	1029.9836	12.744797	8228.486	115.1007	8351.258	8070.8706	1000.0	8300.183	1532.847	9008.559	3726.2651	1000.0	500000
126	-849.1744	38.058624	846.59534	118.917984	1031.9434	-3.0916	8390.678	65.80551	8468.3125	8308.986	1000.0	8888.521	159.66559	9120.166	8667.993	1000.0	504000
127	-853.5051	36.805958	850.9151	116.29408	1036.3223	44.820347	8490.296	148.52322	8732.91	8361.808	1000.0	8577.167	568.7569	9146.817	7196.2144	1000.0	508000
128	-857.4307	36.961624	854.8633	114.26063	1039.8861	81.21054	8162.619	76.96533	8274.527	8068.133	1000.0	8817.447	187.15265	9003.126	8326.494	1000.0	512000
129	-861.32196	37.005764	858.73737	113.70172	1039.2333	88.74858	8305.454	304.65442	8792.099	7978.0986	1000.0	9121.505	171.42413	9449.408	8882.952	1000.0	516000
130	-864.66425	36.159664	862.11383	112.003586	1046.6477	96.54075	8484.716	212.82387	8730.981	8186.525	1000.0	8975.812	456.02353	9347.937	7667.336	1000.0	520000
131	-867.4875	36.745186	864.88715	112.67402	1045.963	144.082	8484.191	179.69966	8676.019	8192.35	1000.0	8764.249	572.8636	9191.947	7089.0527	1000.0	524000
132	-870.89825	36.379288	868.3231	111.95381	1052.8568	234.87708	8527.032	86.90805	8619.435	8385.614	1000.0	8952.047	173.59076	9148.122	8682.726	1000.0	528000
133	-874.19824	35.941105	871.58105	112.15145	1054.3098	260.99164	8339.391	120.514694	8454.361	8136.844	1000.0	9137.921	197.38281	9494.0	8901.779	1000.0	532000
134	-878.44073	37.942085	875.8084	112.387955	1059.9448	217.8795	7596.7324	968.03094	8287.641	5926.828	1000.0	8961.035	177.00838	9284.593	8671.7705	1000.0	536000
135	-880.8682	38.091267	878.2639	112.75079	1064.4752	171.53693	8639.275	132.13336	8808.947	8441.938	1000.0	9515.597	91.510544	9642.176	9363.367	1000.0	540000
136	-883.54364	38.542194	880.9026	113.13737	1069.8256	209.83025	8660.6875	150.67078	8838.344	8452.592	1000.0	8957.125	154.2724	9139.309	8736.44	1000.0	544000
137	-886.59357	37.62474	883.9397	112.95089	1073.7296	247.47704	8584.296	262.94354	8892.71	8309.423	1000.0	8856.208	238.57722	9244.386	8377.615	1000.0	548000
138	-889.1123	37.85942	886.459	113.01776	1074.576	240.38263	8591.453	461.75446	9004.795	7829.8657	1000.0	8828.307	180.93991	9133.352	8547.316	1000.0	552000
139	-891.5774	38.13068	888.9536	112.25628	1073.8975	228.10446	8469.899	488.46133	8963.476	7660.271	1000.0	9113.827	165.64423	9430.867	8886.3545	1000.0	556000
140	-893.9897	38.634594	891.3718	113.27895	1085.7953	238.72281	8235.641	820.60516	8778.517	6816.2725	1000.0	9388.606	214.2974	9754.914	9057.688	1000.0	560000
141	-896.2861	40.174774	893.64514	115.05944	1081.7621	213.63646	8021.999	1448.7476	8979.479	5518.3457	1000.0	8815.637	173.3552	9056.135	8543.748	1000.0	564000
142	-899.1215	40.493694	896.4324	116.3142	1086.4407	219.25082	8672.488	147.27942	8913.736	8527.834	1000.0	9392.255	261.21606	9726.964	8920.105	1000.0	568000
143	-901.2415	41.59568	898.59045	116.51447	1088.1393	200.25058	8625.4375	399.08105	9234.434	8171.742	1000.0	9174.421	153.4432	9556.186	8991.742	1000.0	572000
144	-904.7003	40.31463	902.00995	116.777176	1093.7019	246.81401	8658.181	208.7704	8959.165	8389.945	1000.0	9458.907	219.25345	9816.589	9115.386	1000.0	576000
145	-907.1981	40.974724	904.5532	117.383064	1096.5441	274.581	8946.747	269.08386	9384.339	8705.708	1000.0	9389.9	330.31332	9922.623	8646.778	1000.0	580000
146	-909.3004	41.057056	906.6311	119.213425	1098.0887	256.48785	8961.709	236.78717	9258.588	8614.711	1000.0	9537.951	154.61646	9770.397	9239.127	1000.0	584000
147	-912.00775	41.97065	909.3275	119.59156	1110.1239	252.2057	8726.113	398.4071	9247.85	8307.393	1000.0	9409.556	231.45184	9595.817	8764.455	1000.0	588000
148	-914.8886	42.67374	912.19183	118.73028	1112.398	203.89937	8715.228	367.39093	9093.614	8212.952	1000.0	9473.398	205.88672	9807.002	9064.035	1000.0	592000
149	-917.5693	40.566296	914.8955	119.36587	1112.2985	182.7285	8622.609	454.31174	9272.82	8177.448	1000.0	9351.441	121.86755	9585.814	9173.905	1000.0	596000
150	-919.5524	41.967785	916.8426	121.50615	1114.4452	182.71704	8852.121	124.57404	9020.846	8671.171	1000.0	9874.691	199.8868	10079.207	9479.612	1000.0	600000
